"ParokiID","KeuskupanID","NoParoki","NamaParoki","NamaGereja","AlamatParoki","KotaParoki","TeleponParoki","FaxParoki","WebsiteParoki","EmailParoki","PastorParoki","WilayahKeuskupan"
"015.028","015",28,"Tanggul","St. Maria Tak Bernoda","Jl P.B. Sudirman No.15,","Tanggul","0341-441348","","","","-",""
"015.029","015",29,"Tumpang / Malang","Sancta Trinitas","Jl Kebonsari No.220,","Tumpang","0341-787709","","","","-",""
"015.030","015",30,"Jajag","St. Paulus","Jl. Bung Tomo no. 8 RT 2 / RW 1, Dusun Jatisari Desa Wringinagung Kec. Gambiran Kab. Banyuwangi","Banyuwangi","","","","","-",""
"016.001","016",1,"Amurang","Kebangkitan Kristus","Kel. Buyungon, Dusun VII, Tambosian 95354,","Amurang, Min-Sel.","0430-21124","","","","-",""
"016.002","016",2,"Bitung","Stella Maris","Jl Sam Ratulangi No.89, Kadoodan,","Bitung","0438-35870,  21307","","","","Aloisius M. Pondaag, Pr",""
"016.003","016",3,"Gorontalo","St. Christoforus","Jl Jend. A.Yani No.12,","Gorontalo","0435-821229","","","","-",""
"016.004","016",4,"Kakaskasen","St. Fransiskus Xaverius","Kel. Kakaskasen I, Lingk.VII,","Kec.Tomohon","0431-351705","","","","-",""
"016.005","016",5,"Kali","St. Antonius","Desa Kali Lingk.VIII,","Kec.Pineleng","","","","","-",""
"016.006","016",6,"Kembes","Kristus Raja","Desa Kembes I,","Kec.Tombulu","0431-878255,  841767","","","","-",""
"016.007","016",7,"Kokoleh","St. Fransiskus de Sales","Desa Kokoleh I,  Jl Manado-Likupang,","Kec.Likupang Timur.","0431-8894334","","","","-",""
"016.008","016",8,"Tomohon I","Hati Kudus Yesus","Kolongan-Tomohon,","Tomohon","0431-351445,  352063","","","","Benedictus Salettia, Pr",""
"016.009","016",9,"Kosio - Dumoga","St. Maria Pengantara","Desa Pinonobatuan Kab. Bolmong Induk,","Sul-Ut.","0434-2626919","","","","-",""
"016.010","016",10,"Kotamobagu","Kristus Raja","Jl Jend. A.Yani No.797,","Kotamobagu","0434-21326","","","","-",""
"016.011","016",11,"Laikit","St. Yohanes Penginjil","Kec. Dimembe, Kab. Minahasa Utara,","Manado","0431-893230","","","","-",""
"016.012","016",12,"Langowan","St. Petrus","Desa Koyawas Jaga I,","Langowan","0431-371432","","","","-",""
"016.013","016",13,"Lembean","St. Paulus","Jl A.Mononutu (Minawerot-Tonsea), Kec.Kauditan,","Kab.Minahasa Utara","0431-891414","","","","-",""
"016.014","016",14,"Lotta","St. Johanes dan Kornelius","Jl Imam Bonjol Jaga IX Lotta, dan Wisma Lorenzo Jl Imam Bonjol No.20, Lotta,","Pineleng","0431-823587, 822587, 823790","0431-824607","","","-",""
"016.015","016",15,"Luwuk","St. Maria Bintang Kejora","Jl S>Parman No.50, Luwuk 94711,","Sul-Tengah","0461-21525","0461-22277","","","-",""
"016.016","016",16,"Malalayang","St. Theresia","Jl WR Monginsidi, Kel.Malalayang I Barat, ","Kec.Malalayang.","0431-3310852, 833821, 824510","","","","Marcel Lintong, Pr",""
"016.017","016",17,"St. Ignatius","St. Ignatius","Jl Jend. Sudirman No.121,","Manado","0431-864561,  853698","","","","-",""
"016.018","016",18,"Karombasan","Hati Kudus Yesus","Lingkungan VIII, Karombasan,","Manado","0431-824902","","","","-",""
"016.019","016",19,"Katedral","Hati Tersuci Maria","Jl Sam Ratulangi No.55A,","Manado","0431-855858,  846156","","","","-",""
"016.020","016",20,"Kleak","St. Yosef Pekerja","Jl Gereja St. Yosep No.17,","Manado","0431-852297","","","","-",""
"016.021","016",21,"Tikala Baru","Raja Damai","Jl Daan Mogot No.73,","Manado","0431-860887","","","","-",""
"016.022","016",22,"Tuminting","Ratu Rosari Tersuci","Jl Pogidon I No.26, Tuminting,","Manado","0431-851928","","","","-",""
"016.023","016",23,"Wanea - Rike","Yesus Gembala Yang Baik","Jl  Bebe Palar No.48, Wanea Lingk.II,","Manado","0431-867106","","","","-",""
"016.024","016",24,"Mangaran","St. Familia","Mangaran, Pos Lirung, Kec.Kabaruan, ","Kab.Talaud","","","","","-",""
"016.025","016",25,"Tomohon II - Matani","Roh Kudus","Kel. Matani I, Lingk.II,","Tomohon","0431-351470,  353140","","","","-",""
"016.026","016",26,"Nulion","St. Petrus","Desa Nulion, Kec.Totikum Selatan, Kab.","Banggai Kepulauan","0462-2705355","","","","-",""
"016.027","016",27,"Palu","St. Paulus","Jl Tangkasi No.8, Palu 94112,","Sul-Tengah","0451-482870","","","","-",""
"016.028","016",28,"Paniki","Yesus Gembala Baik","Jl Mr. A.A. Maramis, Paniki Bawah, Kec.Mapanget,","Manado","0431-811034","","","","-",""
"016.029","016",29,"Pineleng","St. Fransiskus Xaverius","Jl Raya Manado-Tomohon,","Tomohon","0431-825595","","","","Joutje Palit, Pr",""
"016.030","016",30,"Poso","St. Theresia","Sebelumnya di Paroki St.Paulus,","Palu.","","","","","Pastor Jacob Adilang, Pr",""
"016.031","016",31,"Sambiut","Bunda Hati Kudus","Kec.Totikum, Kab.Banggai Kepulauan,","Sul-Tengah.","0868-12114306","","","","-",""
"016.032","016",32,"Sarongsong","St. Yosef","Jl Pangolombian, Walian-Uluindano,","Tomohon","0431-351508","","","","-",""
"016.033","016",33,"Sonder / Kiawa","Hati Kudus","Jl Gereja No.110, Tounelet,","Kec.Sonder","0431-356363","","","","-",""
"016.034","016",34,"Sulubombong","Kristus Raja","Jl S.Parman No.50, Luwuk 94711","Sul-Tengah","","","","","-",""
"016.035","016",35,"Tahuna","St. Yohanes Rasul","Jl Malahasa No.19, Soataloara, Tahuna 95813,","Sangihe Talaud","0432-21489","","","","-",""
"016.036","016",36,"Tanawangko","Hati Kudus Yesus ","Jl Sarani-Matani, Tombariri,","Minahasa","0431-837552","","","","-",""
"016.037","016",37,"Taratara","St. Antonius Padua","Desa Taratara, Dusun VI,","Tomohon Barat","0431-355406","","","","-",""
"016.038","016",38,"Tataaran","St. Antonius Padua","Jl Raya Tomohon-Tondano No.172, Kel. Tataaran II, Lingk. II,","Kec. Tondano","0431-321524","","","","-",""
"016.039","016",39,"Tolai","St. Petrus","Jurusan Lebagu-Malakosa, Palu, Parigi 94372","Sul-Tengah","0450-26100","","","","-",""
"016.040","016",40,"Tolitoli","Kristus Raja","","Tolitoli","","","","","-",""
"016.041","016",41,"Tompaso Baru","St. Paulus","Jl RSU Cantia, Pinaesaan,","Tompaso Baru","0430-2424447","","","","-",""
"016.042","016",42,"Tondano","St. Rosa De Lima","Jl Wolter Monginsidi No.36, Watulambot,","Tondano Barat","0431-321539","","","","-",""
"016.043","016",43,"Warembungan","St. Petrus","Desa Warembungan, Dusun XIII,","Kec.Pineleng","","","","","-",""
"016.044","016",44,"Woloan","Bunda Hati Kudus Yesus","Kel. Woloan II, Kec. Tomohon Barat,","Tomohon","0431-352212","","","","-",""
"016.045","016",45,"Perkamil","St. Mikael","Jl Flaminggo No.78,","Manado","0431-856662","","","","-",""
"016.046","016",46,"Mokupa","St. Fransiskus Xaverius","Desa Mokupa Jaga VII, Kec.Tombariri 95351,","Kab. Minahasa","0431-826723,  831363","","","","-",""
"016.047","016",47,"Watutumou","Sta. Ursula","Jl Raya Manado-Bitung Km.10, Watutumou, Kec.Kalawat,","Minahasa-Utara","0431-816826","","","","-",""
"016.048","016",48,"Tomohon III - Uluindano","Sta. Maria Ratu Damai","Jl. Pangolombian, Walian,","Uluindano","0431-351508","","","","-",""
"016.049","016",49,"Pantai Utara","St. Andreas","Jl Trans Sulawesi Km.178, Desa Lalow Kec.Lolak,","Bolaang Mongondow","0852-56981060","","","","-",""
"016.050","016",50,"Banggai","Raja Damai","Jl Sudirman No.17, Kel. Lompio, Kec.Banggai,","Kab.Banggai Kepulauan.","0462-21011","","","","-",""
"016.051","016",51,"Melongoane","Sta. Maria Ratu Damai","Pastoran Katolik Kab.Melonguane, Kel.Melonguane No.22 Kode Pos 95885","Melongoane","","","","","-",""
"016.052","016",52,"Tentena","Ratu Rosari Suci","Jl Panorama No.2, Kode Pos 94633,","Tentena","0458-21190","","","","-",""
"016.053","016",53,"Beteleme","St. Maria","Kecamatan Lembo, Kabupaten Morowali,","Sul-Teng.","","","","","-",""
"016.054","016",54,"Toli-Toli","Kristus Raja","Jl Jend. Sudirman No.74, Toli-Toli 94511,","Sul-Teng","0453-21778","0453-21385","","","-",""
"016.055","016",55,"Girian","St. Antonius De Padua","Jl. Wolter Monginsidi Kel. Girian Atas Kec. Girian","Bitung","","","","","Wilhemus Thome, Pr",""
"016.056","016",56,"Guaan","St. Fransiskus Xaverius","Desa Guaan Kec. Modayag","Bolaang Mongondow Timur","","","","","Marcelino Ronny Singal, Pr",""
"016.057","016",57,"Kawangkoan","St. Yosep","Kawangkoan","Kawangkoan","","","","","Yohanes Hermanus Lasut, Pr",""
"016.058","016",58,"Manembo Nembo","Maria Ratu Para Rasul","Jl. Efraim Lengkong Kel. Manembo Nembo Kec. Matuari","Bitung","","","","","Damianus Yangko Alo, Pr",""
"016.059","016",59,"Modo","St. Thomas","Desa Modo Kec. Bukal","Buol","","","","","Ciprianus Cornelius Motoh, Pr",""
"016.060","016",60,"Modoinding","Sta. Perawan Maria Ratu Rosari Suci","Desa Sinisir Kec. Modoinding Jl. Trans Sulawesi Utara","Modoinding","","","","","Yan Silvanus Alo Koraag, Pr",""
"016.061","016",61,"Palu II","Sta. Maria Bunda Hati Kudus","Jl. Tangkasi No. 6","Palu","","","","","Herry Zet Purasa, Msc",""
"016.062","016",62,"Ratahan","St. Lukas","Jl. Raya Ratahan","Tombatu","","","","","Sirilius Made Yono, Pr",""
"016.063","016",63,"Ulu Siau","Sta. Maria","Pastoran Katolik Ulu Siau","Ulu Siau","","","","","Louis Marselinus Boyak, Pr",""
"017.001","017",1,"Aimas/Kab. Sorong","St. Fransiskus Xaverius","Pastrn Katolik St Fransiskus Xaverius, Desa Makbusun, Kec.Salawati","Kab. Sorong","0951-327838","","","","-",""
"017.002","017",2,"Ayawasi/Kab.Sorong Selatan","St. Yosef","Pastoran Katolik St Yosef Ayawasi 98463,","Kab. Sorong Selatan","","","","","-",""
"017.003","017",3,"Bintuni/Kab.Teluk Bintuni","St. Yohanes","Pastoran Katolik St Yohanes, Jl Raya Bintuni Km.2","Bintuni","0955-31010","","","","-",""
"017.004","017",4,"Fakfak/Kab. Fakfak","St. Yosef","Jl Mohammad Yamin Rt 1/02 Kel.Fakfak Utara, Distrik Fakfak, Kab.Fakfak,","Papua Barat","0956-22245","","","","-",""
"017.005","017",5,"Merapi /Kab. Fakfak","St. Maria","Paroki St Maria Merapi, Jl Trikora 02, Rt 12, Kp Merapi, Kel.Danaweria, Distrik Fakfak Tengah, Kab. Fakfak","Papua Barat","0956-23707","","","","-",""
"017.006","017",6,"Wagom/Kab. Fakfak","St. Paulus","Paroki St Pulus Fakfak, Jl Imam Bonjol Rt 12, Kel.Wagom, Distrik Fakfak, Kab.Fakfak,","Papua Barat","0956-24432","","","","-",""
"017.007","017",7,"Kaimana/Kab.Kaimana","St. Martinus","Pastoran Katolik St Martinus, Jl Diponegoro, Kotak Pos 1,","Kaimana","0957-21248","","","","-",""
"017.008","017",8,"Manokwari/Kab.Manokwari","St. Agustinus","Pastoran Katolik St Agustinus, Jl Brawijaya No.40,","Manokwari","0986-211078","0986-6215062","","","-",""
"017.009","017",9,"Sanggeng/Kab.Manokwari","Immanuel","Pastoran Katolik Immanuel, Jl Pahlawan, Kotak Pos 198,","Manokwari","0986-212023","","","","-",""
"017.010","017",10,"Merdey/Kab. Teluk Bintuni","Salib Suci","d/a Pastoran Katolik St Agustinus, Jl Brawijaya No.40,","Manokwari","","","","","-",""
"017.011","017",11,"Masni - SP8/Kab. Manokwari","Sang Gembala Baik","Pastoran Katolik Gembala Baik, Jl Jeremias No.1, Wariori-SP-8","Distrik Masni.","","","","","-",""
"017.012","017",12,"Senopi / Kab.Manokwari","St. Yosef","Pastoran Katolik St Yosef, via Jl Brawijaya No.40,","Manokwari","0986-211078","","","","-",""
"017.013","017",13,"HBM / Kodya Sorong","Emaus","Pastoran Katolik Emaus, Jl Belibis No.1-3,","Sorong","0951-325903","","","","-",""
"017.014","017",14,"Doom/Kodya Sorong","Maria Bintang Laut","Pastoran Katolik St Maria Bintang Laut, Jl Kartini,","Sorong","0951-321840","","","","-",""
"017.015","017",15,"Katedral / Kodya Sorong","Kristus Raja","Pastoran Katolik Kristus Raja, Jl RA Kartini No.2, Kampung Baru,","Sorong","0951-321533","","","wiamapi@yahoo.co.uk","-",""
"017.016","017",16,"Remu / Kodya Sorong","St. Petrus","Pastoran katolik St Petrus, Jl Rajawali No.43,","Sorong","0951-321181","","","","-",""
"017.017","017",17,"Prafi - SP4/Kab.Manokwari","St. Christoforus","Pastoran Katolik St Christoforus, Jl Dahlia, Udapi Hilir,","Prafi - SP-4","0986-811014","","","","-",""
"017.018","017",18,"Mamur/Kab. Fakfak","Sta. Bernadeth","Paroki St Bernadeth Mamur, Distrik Kramamongga, Kab. Fakfak,","Papua Barat","0956-24432","","","","-",""
"017.019","017",19,"Malanu / Kodya Sorong","Arnoldus Janssen","Pastoran Katolik St Arnoldus Janssen, Jl S.Mambramo Malam,","Sorong","0951-333241","","","","-",""
"017.020","017",20,"Klasaman / Kodya Sorong","Yohanes Pemandi","Pastoran Katolik St Yohanes Pemandi, Jl Basuki Rahman Km.14,","Klasaman, Sorong","0951-331194","","","","-",""
"017.021","017",21,"Teminabuan/Kab.Sorong Sltn","St. Albertus Agung","Pastoran Katolik Salib Suci,","Teminabuan","0952-31162","","","","-",""
"017.022","017",22,"Amban / Kab.Manokwari","St. Thomas Aquinas","d/a Pastoran Katolik, Jl Brawijaya No.40,","Manokwari","","","","","-",""
"017.023","017",23,"Kelapa Dua/Kab.Teluk Bintuni","Kristus Terang Dunia","Pastoran Katolik Kristus Terang Dunia,","Kelapa Dua-Tofoi","","","","","-",""
"017.024","017",24,"FEF / Kab. Tambrauw","St. Benediktus","Pastoran Katolik Distrik Fef, Kab.Tambrauw/Keusk. Manokwari-Sorong, Jl Jend.A.Yani No.83,","Sorong","","","","","-",""
"018.001","018",1,"Aek Kanopan","Pius X","Jl Serma Maulana S No.48,","Aek Kanopan","0624-92289","","","","-",""
"018.002","018",2,"Aek Nabara","St. Fransiskus Dari Assisi","Pastoran Katolik Jl Ampera,","Aek Nabara","0624-29149","","","","-",""
"018.003","018",3,"Balige","St. Josef","Pastoran Katolik Jl Pardede Onan,","Balige","0632-21192","","","","-",""
"018.004","018",4,"Banda Aceh","Hati Mahakudus Yesus","Jl Jend. A.Yani No.2, Kotak Pos 33,","Banda Aceh","0651-21205","","","","-",""
"018.005","018",5,"Bandar Baru","Sang Penebus","Pastoran Katolik Jl Medan Berastagi Km.47,","Bandar Baru","0628-97264","","","","-",""
"018.006","018",6,"Binjai","Bunda Pertolongan Abadi","Pastoran Katolik, Jl Soekarno Hatta No.178,","Binjai","061-8821657","","","","-",""
"018.007","018",7,"Delitua","St. Josef","Jl Biru-biru No.1, Rt 002/003, Delitua 20355,","Medan","061-7030115","","","","-",""
"018.008","018",8,"Dolok Sanggul","St. Fidelis","Pastoran Katolik Jl Merdeka No.47,","Dolok Sanggul","0633-31067","","","","-",""
"018.009","018",9,"Kabanjahe I","St. Perawan Maria Diangkat Ke Surga","Pastoran Katolik Jl Letnan Rata Perangin-angin,","Kabanjahe","0628-20015","0628-20469","","","-",""
"018.010","018",10,"Kisaran","Sakramen Mahakudus","Jl Hamka No.6C,","Kisaran","0623-41011","","","","-",""
"018.011","018",11,"Lawe Deski","St. Yosef","Pastoran Katolik Jl Kotacane, Kec.Sigala-gala,","Lawe Deski","","","","","-",""
"018.012","018",12,"Lintongnihuta","St. Konrad Parzham","Jl Tugu No.19, Onan Baru,","Lintongnihuta","","","","","-",""
"018.013","018",13,"Medan / Hayam Wuruk","St. Antonius","Jl Hayam Wuruk No.1,","Medan","061-4152740","","","","-",""
"018.014","018",14,"Medan / Katedral","St. Maria Yang Terkandung Tak Bernoda Asal","Jl Pemuda No.1,","Medan","061-4552753","","","","-",""
"018.015","018",15,"Medan / Nusantara","Kristus Raja","Jl Merapi No.2,","Medan","061-4142144","061-4556828","","","-",""
"018.016","018",16,"Medan / Pasar Merah","St. Paulus","Jl H.M. Joni No.64 A,","Medan","061-7365680","","","","-",""
"018.017","018",17,"Medan / Tanjung Selamat","St. Maria","Jl Flamboyan V No.1/9 Komplek Polri, Tanjung Selamat,","Medan","Grj: 061-8365163,  Pastrn: 061-8226661","","","","-",""
"018.018","018",18,"Medan Timur","St. Petrus","Pelita V No.1, Kel. Sidorame Barat, Kec.Medan Perjuangan,","Medan","061-6636168","","","","-",""
"018.019","018",19,"Onan Runggu","St. Paulus","Pastoran Katolik Onan Runggu 22394,","Pulau Samosir","","","","","-",""
"018.020","018",20,"Pakkat","St. Yohanes Pembaptis","Pastoran Katolik Jl R.A.Kartini,","Pakkat","","","","","-",""
"018.021","018",21,"Palipi","St. Fransiskus Assisi","Pastoran Katolik Palipi 22393,","Pulau Samosir","","","","","-",""
"018.022","018",22,"Pangururan","St. Michael","Jl Uskup Agung Soegijopranoto No.1,","Pangururan.","0626-20074","","","","-",""
"018.023","018",23,"Parapat","St. Fidelis","Jl Sirikki No.6,","Parapat","0625-41024(Ktr), 0625-41932 (Paroki)","0625-42152","","","-",""
"018.024","018",24,"Parlilitan","St. Lusia","Pastoran Katolik Parlilitan 22456,","Parlilitan","","","","","-",""
"018.025","018",25,"Parongil","St. Petrus Dan Paulus","Jl Sisingamangaraja Atas No.62,","Parongil","0627-434048","","","","-",""
"018.026","018",26,"Parsoburan","St. Josep","Pastrn Katolik Parsoburan d/a Pastrn Katolik Jl Pardede Onan,","Balige","0632-341884","","","","-",""
"018.027","018",27,"Pematang Siantar III - Jl. Bali","St. Yosef","Pastoran Katolik Jl Bali / Kain Batik,","Pematang Siantar","0622-25783","","","","-",""
"018.028","018",28,"Pematang Siantar II - Jl. Medan","St. Petrus Dan Paulus","Jl Medan KM 5,6 Kotak Pos 54","Pematang Siantar","0622-7553478","","","","-",""
"018.029","018",29,"Pematang Siantar I - Jl. Sibolga","St. Laurentius A Brundisio","Jl Sibolga,","Pematang Siantar","0622-21400","","","","-",""
"018.030","018",30,"Perdagangan","Kristus Raja","Jl Jenderal Sudirman No.3,","Perdagangan","0622-96191","","","","-",""
"018.031","018",31,"Seribudolok","St. Fransiskus Dari Assisi","Pastoran Katolik Jl Sutomo No.16,","Seribudolok","0622-370711","","","","-",""
"018.032","018",32,"Sidikalang","St. Maria Pertolongan Orang Kristen","Pastoran Katolik Jl Merga Silima No.1, PO Box 19,","Sidikalang","0627-21240","","","","-",""
"018.033","018",33,"Sumbul","St. Dionysius","Jl Sisingamangaraja Atas No.37,","Sumbul","0627-450014","","","","-",""
"018.034","018",34,"Tiga Lingga","Maria Dari Gunung Karmel","Jl Kota Bunga No.16,","Tiga Lingga","0627-7436116","","","","-",""
"018.035","018",35,"Tanjung Balai","St. Mikael","Jl Gereja No.12,","Tanjung Balai","0623-92047","","","","-",""
"018.036","018",36,"Tarutung","St. Maria","Jl D.I. Panjaitan No.39,","Tarutung","0633-21164","","","","-",""
"018.037","018",37,"Tebing Tinggi","St. Yosef","Jl Pahlawan No.13,","Tebing Tinggi","0621-21396","","","","-",""
"018.038","018",38,"Tiga Binanga","St. Fransiskus Assisi","Pastoran Katolik Jl Kotacaned KM 2,5","Tiga Binanga","0628-410025","","","","-",""
"018.039","018",39,"Berastagi","St. Fransiskus Assisi","Pastoran Katolik Berastagi, Jl Jamin Ginting,","Berastagi","","","","","-",""
"018.040","018",40,"Kabanjahe II","St. Petrus Dan Paulus","Jl Irian Barat No.1,","Kabanjahe","0628-20185","","","","-",""
"018.041","018",41,"Lubuk Pakam","Gembala Baik","Pastoran Katolik Jl Siantar No.111,","Lubuk Pakam","061-7951805","","","","-",""
"018.042","018",42,"Medan / Helvetia","Padre Pio","Pastoran Katolik Jl Beringin III, Helvetia,","Medan","061-8474293","061-8474291","","","-",""
"018.043","018",43,"Medan / Mandala","St. Yohanes","Jl Mestika No.24, ","Medan","061-7369989","","","","-",""
"018.044","018",44,"Medan / Martubung","St. Konrad","Jl Pancing I No.7, Martubung,","Medan","061-6840715, 6854525","061-6840716","","svdverbodivino@plasa.com","-",""
"018.045","018",45,"Medan / Padang Bulan","St. Fransiskus Dari Assisi","Jl Bunga Ester No.93 B, Padang Bulan Selayang II,","Medan","061-8214761","061-8214762","","","-",""
"018.046","018",46,"Pangkalan Brandan","St. Paulus","d/a Pastoran Katolik Jl Soekarno Hatta No.178,","Binjai","0620-21479","","","","-",""
"018.047","018",47,"Pematang Siantar IV - Tanah Jawa","Kristus Raja","d/a Jl Sibolga No.21,","Pematang Siantar","","","","","-",""
"018.048","018",48,"Pematang Siantar V","St. Fransiskus Assisi","Jl Medan Km 5,6","Pematang Siantar","0622-29015","","","","-",""
"018.049","018",49,"Tomok - Simanindo","St. Antonio Mario Claret","Tomok, Pos Ambarita 22395,","Pulau Samosir","HP 081370027604","","","","-",""
"019.001","019",1,"Aboge","St. Yosef","Pastoran Katolik Aboge di Eci d/a K.A.Merauke 99602,","Papua","","","","","-",""
"019.002","019",2,"Arare","St. Wilhelmus","Pastoran Katolik Arare, d/a K.A.Merauke, Merauke 99602,","Papua","","","","","-",""
"019.003","019",3,"Bade","St. Antonius","Pastoran Katolik Bade d/a K.A.Merauke, Merauke 99602,","Papua","0974-21052","","","","-",""
"019.004","019",4,"Bambu Pemali","St. Yoseph","Pastoran Katolik Jl Raya Mandala No.171, Merauke 99602,","Papua","0971-321003","0971-321003","","","Antonius Fanumbi, MSC",""
"019.005","019",5,"Batu Merah","St. Isidorus","Pastoran Katolik Batu Merah d/a K.A.Merauke, Merauke 99602,","Papua","","","","","-",""
"019.006","019",6,"Buti","St. Theresia","Pastoran Katolik Buti, d/a K.A.Merauke, Merauke 99602,","Papua","","","","","-",""
"019.007","019",7,"Getentiri","St. Matias","Pastoran Katolik Getentiri, d/a K.A.Merauke, Merauke 99602,","Papua","","","","","-",""
"019.008","019",8,"Kelapa Lima","St. Maria Fatima","Pastoran Katolik Kelapa Lima, d/a K.A.Merauke, Merauke 99602,","Papua","0971-321916","","","","-",""
"019.009","019",9,"Kepi","Kristus Raja","Pastoran Katolik Kepi d/a K.A.Merauke, Merauke 99602,","Papua","","","","","-",""
"019.010","019",10,"Kimaam","Kristus Raja","Pastoran Katolik Kimaam, d/a K.A.Merauke, Merauke 99602,","Papua","","","","","-",""
